Australian,Airline,InFlights,OutFlights,Year,Month_Number
Gold Coast,Hong Kong Airlines,13,13,2016,7
Gold Coast,Jetstar,101,101,2016,8
Gold Coast,Scoot,16,16,2016,9
Gold Coast,Virgin Australia,30,30,2016,10
Melbourne,Air Caledonie,13,13,2016,11
Melbourne,Air China,46,46,2016,12
Melbourne,Air India,12,12,2016,1
Melbourne,Air New Zealand,163,163,2016,2
Melbourne,AirAsia X,60,60,2016,3
Melbourne,Beijing Capital Airlines,13,13,2016,4
Melbourne,Cathay Pacific Airways,90,90,2016,5
Melbourne,China Airlines,26,26,2016,6
Melbourne,China Eastern Airlines,48,48,2016,7
Melbourne,China Southern Airlines,60,60,2016,8
Melbourne,Emirates,119,119,2016,9
Melbourne,Etihad Airways,60,60,2016,10
Melbourne,Fiji Airways,21,21,2016,11
Melbourne,Garuda Indonesia,41,41,2016,12
Melbourne,Hainan Airlines,12,13,2016,1
Melbourne,Jetstar,221,224,2016,2
Melbourne,Malaysia Airlines,60,60,2016,3
Melbourne,Philippine Airlines,13,13,2016,4
Melbourne,Qantas Airways,243,242,2016,5
Melbourne,Qatar Airways,30,30,2016,6
Melbourne,Royal Brunei Airlines,30,30,2016,7
Melbourne,Scoot,22,22,2016,8
Melbourne,Sichuan Airlines,12,12,2016,9
Melbourne,Singapore Airlines,120,120,2016,10
Melbourne,Thai Airways International,60,60,2016,11
Melbourne,Tigerair Australia,30,30,2016,12
Melbourne,United Airlines,29,29,2016,1
Melbourne,Vietnam Airlines,30,30,2016,2
Melbourne,Virgin Australia,88,88,2016,3
Melbourne,Xiamen Airlines,8,8,2016,4
Norfolk Island,Air New Zealand,4,4,2016,5
Perth,Air Mauritius,10,9,2016,6
Perth,Air New Zealand,39,39,2016,7
Perth,AirAsia X,60,60,2016,8
Perth,Cathay Pacific Airways,42,42,2016,9
Perth,China Southern Airlines,17,17,2016,10
Perth,Emirates,60,60,2016,11
Perth,Etihad Airways,30,30,2016,12
Perth,Garuda Indonesia,38,38,2016,1
Perth,Indonesia AirAsia,89,89,2016,2
Perth,Jetstar,81,81,2016,3
Perth,Jetstar Asia,51,50,2016,4
Perth,Malaysia Airlines,34,33,2016,5
Perth,Malindo Air,50,50,2016,6
Perth,Qantas Airways,46,46,2016,7
Perth,Qatar Airways,30,30,2016,8
Perth,Scoot,27,27,2016,9
Perth,Singapore Airlines,120,120,2016,10
Perth,South African Airways,30,30,2016,11
Perth,Thai Airways International,30,30,2016,12
Perth,Tigerair Australia,30,29,2016,1
Port Hedland,Virgin Australia,4,4,2016,2
Sydney,Air Caledonie,14,14,2016,3
Sydney,Air Canada,30,30,2016,4
Sydney,Air China,50,50,2016,5
Sydney,Air India,18,18,2016,6
Sydney,Air New Zealand,253,251,2016,7
Sydney,Air Niugini,13,13,2016,8
Sydney,Air Vanuatu,21,21,2016,9
Sydney,AirAsia X,60,60,2016,10
Sydney,All Nippon Airways,30,30,2016,11
Sydney,American Airlines,23,23,2016,12
Sydney,Asiana Airlines,30,30,2016,1
Sydney,British Airways,30,29,2016,2
Sydney,Cathay Pacific Airways,120,120,2016,3
Sydney,Cebu Pacific Air,18,18,2016,4
Sydney,China Airlines,60,60,2016,5
Sydney,China Eastern Airlines,64,65,2016,6
Sydney,China Southern Airlines,72,72,2016,7
Sydney,Delta Air Lines,27,27,2016,8
Sydney,Emirates,150,150,2016,9
Sydney,Etihad Airways,55,55,2016,10
Sydney,Fiji Airways,66,66,2016,11
Sydney,Garuda Indonesia,42,42,2016,12
Sydney,Hainan Airlines,17,17,2016,1
Sydney,Hawaiian Airlines,30,30,2016,2
Sydney,Japan Airlines,30,30,2016,3
Sydney,Jetstar,153,155,2016,4
Sydney,Korean Air,30,30,2016,5
Sydney,LATAM Airlines,30,30,2016,6
Sydney,Malaysia Airlines,60,60,2016,7
Sydney,Philippine Airlines,30,30,2016,8
Sydney,Qantas Airways,652,657,2016,9
Sydney,Qatar Airways,30,30,2016,10
Sydney,Scoot,27,27,2016,11
Sydney,Sichuan Airlines,9,9,2016,12
Sydney,Singapore Airlines,132,132,2016,1
Sydney,Solomon Airlines,4,4,2016,2
Sydney,Thai Airways International,47,47,2016,3
Sydney,United Airlines,59,59,2016,4
Sydney,Vietnam Airlines,30,30,2016,5
Sydney,Virgin Australia,198,199,2016,6
Sydney,Virgin Samoa,9,9,2016,7
Sydney,Xiamen Airlines,30,30,2016,8
Townsville,Jetstar,12,12,2016,9
Adelaide,Air New Zealand,29,29,2016,10
Adelaide,Cathay Pacific Airways,21,21,2016,11
Adelaide,China Southern Airlines,8,8,2016,12
Adelaide,Emirates,31,31,2016,1
Adelaide,Jetstar,31,31,2016,2
Adelaide,Malaysia Airlines,19,18,2016,3
Adelaide,Qatar Airways,23,23,2016,4
Adelaide,Singapore Airlines,44,44,2016,5
Adelaide,Tigerair Australia,22,22,2016,6
Brisbane,Air Caledonie,13,13,2016,7
Brisbane,Air Canada,29,30,2016,8
Brisbane,Air New Zealand,107,107,2016,9
Brisbane,Air Niugini,34,34,2016,10
Brisbane,Air Vanuatu,12,12,2016,11
Brisbane,Cathay Pacific Airways,49,49,2016,12
Brisbane,China Airlines,42,42,2016,1
Brisbane,China Eastern Airlines,9,9,2016,2
Brisbane,China Southern Airlines,31,30,2016,3
Brisbane,Emirates,93,93,2016,4
Brisbane,Etihad Airways,31,31,2016,5
Brisbane,Eva Air,22,22,2016,6
Brisbane,Fiji Airways,30,30,2016,7
Brisbane,Hawaiian Airlines,16,16,2016,8
Brisbane,Jetstar,17,17,2016,9
Brisbane,Korean Air,30,30,2016,10
Brisbane,Nauru Airlines,17,17,2016,11
Brisbane,Philippine Airlines,18,18,2016,12
Brisbane,Qantas Airways,249,248,2016,1
Brisbane,Singapore Airlines,107,107,2016,2
Brisbane,Solomon Airlines,18,19,2016,3
Brisbane,Thai Airways International,31,31,2016,4
Brisbane,Virgin Australia,354,354,2016,5
Brisbane,Virgin Samoa,7,7,2016,6
Cairns,Air Niugini,59,60,2016,7
Cairns,Cathay Pacific Airways,18,18,2016,8
Cairns,Hong Kong Airlines,19,18,2016,9
Cairns,Jetstar,72,72,2016,10
Cairns,Jin Air,6,4,2016,11
Cairns,Philippine Airlines,36,36,2016,12
Cairns,Silk Air,18,18,2016,1
Canberra,Singapore Airlines,35,35,2016,2
Darwin,Indonesia AirAsia,17,17,2016,3
Darwin,Jetstar,26,27,2016,4
Darwin,Jetstar Asia,27,27,2016,5
Darwin,Malaysia Airlines,13,14,2016,6
Darwin,Philippine Airlines,18,18,2016,7
Darwin,Silk Air,22,22,2016,8
Gold Coast,Air New Zealand,35,35,2016,9
Gold Coast,AirAsia X,79,79,2016,10
Gold Coast,Hong Kong Airlines,19,18,2016,11
Gold Coast,Jetstar,118,118,2016,12
Gold Coast,Scoot,18,18,2016,1
Gold Coast,Virgin Australia,30,30,2016,2
Melbourne,Air Caledonie,13,13,2016,3
Melbourne,Air China,49,49,2016,4
Melbourne,Air India,14,14,2016,5
Melbourne,Air New Zealand,205,206,2016,6
Melbourne,AirAsia X,77,76,2016,7
Melbourne,Beijing Capital Airlines,14,13,2016,8
Melbourne,Cathay Pacific Airways,93,93,2016,9
Melbourne,China Airlines,26,26,2016,10
Melbourne,China Eastern Airlines,62,62,2016,11
Melbourne,China Southern Airlines,75,75,2016,12
Melbourne,Emirates,124,124,2016,1
Melbourne,Etihad Airways,62,62,2016,2
Melbourne,Fiji Airways,32,32,2016,3
Melbourne,Garuda Indonesia,53,53,2016,4
Melbourne,Hainan Airlines,16,18,2016,5
Melbourne,Jetstar,281,282,2016,6
Melbourne,Malaysia Airlines,62,62,2016,7
Melbourne,Philippine Airlines,13,13,2016,8
Melbourne,Qantas Airways,308,308,2016,9
Melbourne,Qatar Airways,31,31,2016,10
Melbourne,Royal Brunei Airlines,30,30,2016,11
Melbourne,Scoot,27,27,2016,12
Melbourne,Sichuan Airlines,14,14,2016,1
Melbourne,Singapore Airlines,124,124,2016,2
Melbourne,Thai Airways International,62,62,2016,3
Melbourne,Tigerair Australia,31,31,2016,4
Melbourne,United Airlines,31,31,2016,5
Melbourne,Vietnam Airlines,31,31,2016,6
Melbourne,Virgin Australia,100,101,2016,7
Melbourne,Xiamen Airlines,13,13,2016,8
Norfolk Island,Air New Zealand,4,4,2016,9
Perth,Air Mauritius,16,16,2016,10
Perth,Air New Zealand,50,49,2016,11
Perth,AirAsia X,62,62,2016,12
Perth,Cathay Pacific Airways,44,44,2016,1
Perth,China Southern Airlines,18,18,2016,2
Perth,Emirates,62,62,2016,3
Perth,Etihad Airways,31,31,2016,4
Perth,Garuda Indonesia,48,48,2016,5
Perth,Indonesia AirAsia,93,93,2016,6
Perth,Jetstar,84,84,2016,7
Perth,Jetstar Asia,57,57,2016,8
Perth,Malaysia Airlines,35,35,2016,9
Perth,Malindo Air,54,54,2016,10
Perth,Qantas Airways,58,59,2016,11
Perth,Qatar Airways,31,31,2016,12
Perth,Scoot,31,31,2016,1
Perth,Singapore Airlines,124,124,2016,2
Perth,South African Airways,31,31,2016,3
Perth,Thai Airways International,31,31,2016,4
Perth,Tigerair Australia,29,30,2016,5
Port Hedland,Virgin Australia,5,5,2016,6
Sydney,Air Caledonie,16,17,2016,7
Sydney,Air Canada,31,31,2016,8
Sydney,Air China,63,63,2016,9
Sydney,Air India,17,17,2016,10
Sydney,Air New Zealand,284,282,2016,11
Sydney,Air Niugini,13,13,2016,12
Sydney,Air Vanuatu,24,24,2016,1
Sydney,AirAsia X,62,62,2016,2
Sydney,All Nippon Airways,31,31,2016,3
Sydney,American Airlines,31,31,2016,4
Sydney,Asiana Airlines,31,31,2016,5
Sydney,British Airways,31,31,2016,6
Sydney,Cathay Pacific Airways,124,124,2016,7
Sydney,Cebu Pacific Air,22,22,2016,8
Sydney,China Airlines,62,62,2016,9
Sydney,China Eastern Airlines,94,94,2016,10
Sydney,China Southern Airlines,98,98,2016,11
Sydney,Delta Air Lines,30,30,2016,12
Sydney,Emirates,155,155,2016,1
Sydney,Etihad Airways,48,48,2016,2
Sydney,Fiji Airways,81,81,2016,3
Sydney,Garuda Indonesia,50,50,2016,4
Sydney,Hainan Airlines,18,18,2016,5
Sydney,Hawaiian Airlines,31,31,2016,6
Sydney,Japan Airlines,31,31,2016,7
Sydney,Jetstar,191,190,2016,8
Sydney,Korean Air,31,31,2016,9
Sydney,LATAM Airlines,31,31,2016,10
Sydney,Malaysia Airlines,62,62,2016,11
Sydney,Philippine Airlines,30,31,2016,12
Sydney,Qantas Airways,764,763,2016,1
Sydney,Qatar Airways,31,31,2016,2
Sydney,Scoot,31,31,2016,3
Sydney,Sichuan Airlines,9,9,2016,4
Sydney,Singapore Airlines,150,149,2016,5
Sydney,Solomon Airlines,4,4,2016,6
Sydney,Thai Airways International,49,48,2016,7
Sydney,United Airlines,62,61,2016,8
Sydney,Vietnam Airlines,31,31,2016,9
Sydney,Virgin Australia,221,221,2016,10
Sydney,Virgin Samoa,10,11,2016,11
Sydney,Xiamen Airlines,31,31,2016,12
Townsville,Jetstar,13,13,2016,1
Adelaide,Air New Zealand,31,31,2017,2
Adelaide,Cathay Pacific Airways,22,22,2017,3
Adelaide,China Southern Airlines,14,14,2017,4
Adelaide,Emirates,31,31,2017,5
Adelaide,Jetstar,31,31,2017,6
Adelaide,Malaysia Airlines,17,18,2017,7
Adelaide,Qatar Airways,22,22,2017,8
Adelaide,Singapore Airlines,45,45,2017,9
Adelaide,Tigerair Australia,10,7,2017,10
Brisbane,Air Caledonie,18,18,2017,11
Brisbane,Air Canada,31,30,2017,12
Brisbane,Air New Zealand,110,110,2017,1
Brisbane,Air Niugini,31,31,2017,2
Brisbane,Air Vanuatu,14,14,2017,3
Brisbane,Cathay Pacific Airways,48,48,2017,4
Brisbane,China Airlines,46,46,2017,5
Brisbane,China Eastern Airlines,17,17,2017,6
Brisbane,China Southern Airlines,31,31,2017,7
Brisbane,Emirates,93,93,2017,8
Brisbane,Etihad Airways,31,31,2017,9
Brisbane,Eva Air,22,22,2017,10
Brisbane,Fiji Airways,29,29,2017,11
Brisbane,Hawaiian Airlines,16,16,2017,12
Brisbane,Jetstar,18,18,2017,1
Brisbane,Korean Air,31,31,2017,2
Brisbane,Nauru Airlines,13,13,2017,3
Brisbane,Philippine Airlines,18,18,2017,4
Brisbane,Qantas Airways,252,252,2017,5
Brisbane,Singapore Airlines,106,106,2017,6
Brisbane,Solomon Airlines,18,19,2017,7
Brisbane,Thai Airways International,31,31,2017,8
Brisbane,Virgin Australia,363,355,2017,9
Brisbane,Virgin Samoa,7,7,2017,10
Cairns,Air Niugini,65,64,2017,11
Cairns,Cathay Pacific Airways,17,17,2017,12
Cairns,Hong Kong Airlines,27,27,2017,1
Cairns,Jetstar,74,75,2017,2
Cairns,Jin Air,8,9,2017,3
Cairns,Philippine Airlines,36,36,2017,4
Cairns,Silk Air,15,15,2017,5
Canberra,Singapore Airlines,36,36,2017,6
Darwin,Indonesia AirAsia,18,18,2017,7
Darwin,Jetstar,31,31,2017,8
Darwin,Jetstar Asia,24,24,2017,9
Darwin,Malaysia Airlines,13,13,2017,10
Darwin,Philippine Airlines,18,18,2017,11
Darwin,Silk Air,22,22,2017,12
Gold Coast,Air New Zealand,32,32,2017,1
Gold Coast,AirAsia X,80,80,2017,2
Gold Coast,Hong Kong Airlines,27,27,2017,3
Gold Coast,Jetstar,116,116,2017,4
Gold Coast,Scoot,18,17,2017,5
Gold Coast,Virgin Australia,31,31,2017,6
Melbourne,Air Caledonie,14,13,2017,7
Melbourne,Air China,49,49,2017,8
Melbourne,Air India,13,13,2017,9
Melbourne,Air New Zealand,219,219,2017,10
Melbourne,AirAsia X,74,75,2017,11
Melbourne,Beijing Capital Airlines,13,13,2017,12
Melbourne,Cathay Pacific Airways,93,93,2017,1
Melbourne,China Airlines,26,26,2017,2
Melbourne,China Eastern Airlines,62,62,2017,3
Melbourne,China Southern Airlines,80,80,2017,4
Melbourne,Emirates,124,124,2017,5
Melbourne,Etihad Airways,62,62,2017,6
Melbourne,Fiji Airways,32,32,2017,7
Melbourne,Garuda Indonesia,50,50,2017,8
Melbourne,Hainan Airlines,18,17,2017,9
Melbourne,Jetstar,292,293,2017,10
Melbourne,Malaysia Airlines,62,62,2017,11
Melbourne,Philippine Airlines,13,13,2017,12
Melbourne,Qantas Airways,334,334,2017,1
Melbourne,Qatar Airways,31,31,2017,2
Melbourne,Royal Brunei Airlines,31,30,2017,3
Melbourne,Scoot,24,24,2017,4
Melbourne,Sichuan Airlines,13,13,2017,5
Melbourne,Singapore Airlines,124,124,2017,6
Melbourne,Thai Airways International,62,62,2017,7
Melbourne,Tigerair Australia,14,10,2017,8
Melbourne,United Airlines,31,31,2017,9
Melbourne,Vietnam Airlines,31,31,2017,10
Melbourne,Virgin Australia,98,98,2017,11
Melbourne,Xiamen Airlines,14,13,2017,12
Norfolk Island,Air New Zealand,5,5,2017,1
Perth,Air Mauritius,15,15,2017,2
Perth,Air New Zealand,53,52,2017,3
Perth,AirAsia X,62,62,2017,4
Perth,Cathay Pacific Airways,45,45,2017,5
Perth,China Southern Airlines,17,17,2017,6
Perth,Emirates,62,62,2017,7
Perth,Etihad Airways,31,31,2017,8
Perth,Garuda Indonesia,49,49,2017,9
Perth,Indonesia AirAsia,93,93,2017,10
Perth,Jetstar,85,84,2017,11
Perth,Jetstar Asia,56,56,2017,12
Perth,Malaysia Airlines,36,36,2017,1
Perth,Malindo Air,53,53,2017,2
Perth,Qantas Airways,62,61,2017,3
Perth,Qatar Airways,31,31,2017,4
Perth,Scoot,31,31,2017,5
Perth,Singapore Airlines,124,124,2017,6
Perth,South African Airways,31,31,2017,7
Perth,Thai Airways International,31,31,2017,8
Perth,Tigerair Australia,14,10,2017,9
Port Hedland,Virgin Australia,4,4,2017,10
Sydney,Air Caledonie,18,18,2017,11
Sydney,Air Canada,31,31,2017,12
Sydney,Air China,66,66,2017,1
Sydney,Air India,18,18,2017,2
Sydney,Air New Zealand,294,291,2017,3
Sydney,Air Niugini,14,13,2017,4
Sydney,Air Vanuatu,26,26,2017,5
Sydney,AirAsia X,62,62,2017,6
Sydney,All Nippon Airways,31,31,2017,7
Sydney,American Airlines,31,31,2017,8
Sydney,Asiana Airlines,31,31,2017,9
Sydney,British Airways,29,29,2017,10
Sydney,Cathay Pacific Airways,124,124,2017,11
Sydney,Cebu Pacific Air,22,22,2017,12
Sydney,China Airlines,62,62,2017,1
Sydney,China Eastern Airlines,103,103,2017,2
Sydney,China Southern Airlines,112,112,2017,3
Sydney,Delta Air Lines,31,31,2017,4
Sydney,Emirates,155,155,2017,5
Sydney,Etihad Airways,49,49,2017,6
Sydney,Fiji Airways,84,84,2017,7
Sydney,Garuda Indonesia,51,51,2017,8
Sydney,Hainan Airlines,18,18,2017,9
Sydney,Hawaiian Airlines,31,31,2017,10
Sydney,Japan Airlines,31,31,2017,11
Sydney,Jetstar,201,203,2017,12
Sydney,Korean Air,31,31,2017,1
Sydney,LATAM Airlines,30,30,2017,2
Sydney,Malaysia Airlines,62,62,2017,3
Sydney,Philippine Airlines,31,31,2017,4
Sydney,Qantas Airways,815,815,2017,5
Sydney,Qatar Airways,31,31,2017,6
Sydney,Scoot,31,31,2017,7
Sydney,Sichuan Airlines,9,9,2017,8
Sydney,Singapore Airlines,149,150,2017,9
Sydney,Solomon Airlines,4,4,2017,10
Sydney,Thai Airways International,49,49,2017,11
Sydney,United Airlines,62,62,2017,12
Sydney,Vietnam Airlines,31,31,2017,1
Sydney,Virgin Australia,224,223,2017,2
Sydney,Virgin Samoa,13,12,2017,3
Sydney,Xiamen Airlines,31,31,2017,4
Townsville,Jetstar,14,13,2017,5
Adelaide,Air New Zealand,24,24,2017,6
Adelaide,Cathay Pacific Airways,20,20,2017,7
Adelaide,China Southern Airlines,12,12,2017,8
Adelaide,Emirates,28,28,2017,9
Adelaide,Jetstar,28,28,2017,10
Adelaide,Malaysia Airlines,16,16,2017,11
Adelaide,Qatar Airways,20,20,2017,12
Adelaide,Singapore Airlines,28,28,2017,1
Brisbane,Air Caledonie,11,11,2017,2
Brisbane,Air Canada,27,27,2017,3
Brisbane,Air New Zealand,92,92,2017,4
Brisbane,Air Niugini,28,27,2017,5
Brisbane,Air Vanuatu,8,8,2017,6
Brisbane,Cathay Pacific Airways,43,43,2017,7
Brisbane,China Airlines,39,38,2017,8
Brisbane,China Eastern Airlines,16,16,2017,9
Brisbane,China Southern Airlines,28,28,2017,10
Brisbane,Emirates,84,83,2017,11
Brisbane,Etihad Airways,28,28,2017,12
Brisbane,Eva Air,20,20,2017,1
Brisbane,Fiji Airways,18,18,2017,2
Brisbane,Hawaiian Airlines,12,12,2017,3
Brisbane,Jetstar,16,16,2017,4
Brisbane,Korean Air,24,24,2017,5
Brisbane,Nauru Airlines,12,12,2017,6
Brisbane,Philippine Airlines,16,16,2017,7
Brisbane,Qantas Airways,228,227,2017,8
Brisbane,Singapore Airlines,96,96,2017,9
Brisbane,Solomon Airlines,18,18,2017,10
Brisbane,Thai Airways International,28,28,2017,11
Brisbane,Virgin Australia,281,281,2017,12
Brisbane,Virgin Samoa,4,4,2017,1
Cairns,Air Niugini,60,59,2017,2
Cairns,Cathay Pacific Airways,15,15,2017,3
Cairns,Hong Kong Airlines,18,18,2017,4
Cairns,Jetstar,68,66,2017,5
Cairns,Jin Air,2,2,2017,6
Cairns,Philippine Airlines,32,32,2017,7
Cairns,Silk Air,12,12,2017,8
Canberra,Singapore Airlines,32,32,2017,9
Darwin,Indonesia AirAsia,16,16,2017,10
Darwin,Jetstar,27,26,2017,11
Darwin,Jetstar Asia,17,18,2017,12
Darwin,Malaysia Airlines,12,12,2017,1
Darwin,Philippine Airlines,16,16,2017,2
Darwin,Silk Air,15,15,2017,3
Gold Coast,Air New Zealand,24,24,2017,4
Gold Coast,AirAsia X,72,72,2017,5
Gold Coast,Hong Kong Airlines,18,18,2017,6
Gold Coast,Jetstar,96,96,2017,7
Gold Coast,Scoot,16,16,2017,8
Gold Coast,Virgin Australia,28,28,2017,9
Melbourne,Air Caledonie,12,12,2017,10
Melbourne,Air China,44,44,2017,11
Melbourne,Air India,12,12,2017,12
Melbourne,Air New Zealand,170,170,2017,1
Melbourne,AirAsia X,56,56,2017,2
Melbourne,Beijing Capital Airlines,12,12,2017,3
Melbourne,Cathay Pacific Airways,84,84,2017,4
Melbourne,China Airlines,24,24,2017,5
Melbourne,China Eastern Airlines,48,48,2017,6
Melbourne,China Southern Airlines,72,72,2017,7
Melbourne,Emirates,112,112,2017,8
Melbourne,Etihad Airways,56,56,2017,9
Melbourne,Fiji Airways,20,20,2017,10
Melbourne,Garuda Indonesia,36,36,2017,11
Melbourne,Hainan Airlines,16,16,2017,12
Melbourne,Jetstar,223,226,2017,1
Melbourne,Malaysia Airlines,56,56,2017,2
Melbourne,Philippine Airlines,12,12,2017,3
Melbourne,Qantas Airways,290,291,2017,4
Melbourne,Qatar Airways,28,28,2017,5
Melbourne,Royal Brunei Airlines,28,28,2017,6
Melbourne,Scoot,20,20,2017,7
Melbourne,Sichuan Airlines,12,12,2017,8
Melbourne,Singapore Airlines,112,112,2017,9
Melbourne,Thai Airways International,56,56,2017,10
Melbourne,United Airlines,28,28,2017,11
Melbourne,Vietnam Airlines,28,28,2017,12
Melbourne,Virgin Australia,80,80,2017,1
Melbourne,Xiamen Airlines,12,12,2017,2
Norfolk Island,Air New Zealand,4,4,2017,3
Perth,Air Mauritius,8,9,2017,4
Perth,Air New Zealand,44,44,2017,5
Perth,AirAsia X,56,56,2017,6
Perth,Cathay Pacific Airways,40,40,2017,7
Perth,China Southern Airlines,16,16,2017,8
Perth,Emirates,57,57,2017,9
Perth,Etihad Airways,28,28,2017,10
Perth,Garuda Indonesia,32,32,2017,11
Perth,Indonesia AirAsia,84,84,2017,12
Perth,Jetstar,91,91,2017,1
Perth,Jetstar Asia,35,35,2017,2
Perth,Malaysia Airlines,32,32,2017,3
Perth,Malindo Air,48,48,2017,4
Perth,Qantas Airways,48,48,2017,5
Perth,Qatar Airways,28,28,2017,6
Perth,Scoot,28,28,2017,7
Perth,Singapore Airlines,112,112,2017,8
Perth,South African Airways,27,27,2017,9
Perth,Thai Airways International,28,28,2017,10
Port Hedland,Virgin Australia,4,4,2017,11
Sydney,Air Caledonie,15,15,2017,12
Sydney,Air Canada,28,28,2017,1
Sydney,Air China,57,57,2017,2
Sydney,Air India,16,16,2017,3
Sydney,Air New Zealand,234,233,2017,4
Sydney,Air Niugini,12,12,2017,5
Sydney,Air Vanuatu,18,18,2017,6
Sydney,AirAsia X,56,56,2017,7
Sydney,All Nippon Airways,28,28,2017,8
Sydney,American Airlines,28,28,2017,9
Sydney,Asiana Airlines,28,28,2017,10
Sydney,British Airways,28,28,2017,11
Sydney,Cathay Pacific Airways,111,111,2017,12
Sydney,Cebu Pacific Air,20,20,2017,1
Sydney,China Airlines,56,56,2017,2
Sydney,China Eastern Airlines,96,96,2017,3
Sydney,China Southern Airlines,103,103,2017,4
Sydney,Delta Air Lines,27,26,2017,5
Sydney,Emirates,140,140,2017,6
Sydney,Etihad Airways,52,52,2017,7
Sydney,Fiji Airways,53,52,2017,8
Sydney,Garuda Indonesia,38,38,2017,9
Sydney,Hainan Airlines,16,16,2017,10
Sydney,Hawaiian Airlines,23,23,2017,11
Sydney,Japan Airlines,28,28,2017,12
Sydney,Jetstar,143,145,2017,1
Sydney,Korean Air,28,28,2017,2
Sydney,LATAM Airlines,27,27,2017,3
Sydney,Malaysia Airlines,56,56,2017,4
Sydney,Philippine Airlines,28,28,2017,5
Sydney,Qantas Airways,695,696,2017,6
Sydney,Qatar Airways,28,28,2017,7
Sydney,Scoot,15,15,2017,8
Sydney,Sichuan Airlines,8,8,2017,9
Sydney,Singapore Airlines,124,124,2017,10
Sydney,Thai Airways International,44,44,2017,11
Sydney,United Airlines,56,56,2017,12
Sydney,Vietnam Airlines,28,28,2017,1
Sydney,Virgin Australia,180,180,2017,2
Sydney,Virgin Samoa,4,4,2017,3
Sydney,Xiamen Airlines,28,28,2017,4
Townsville,Jetstar,12,12,2017,5
Adelaide,Air New Zealand,27,27,2017,6
Adelaide,Cathay Pacific Airways,22,22,2017,7
Adelaide,China Southern Airlines,13,13,2017,8
Adelaide,Emirates,31,31,2017,9
Adelaide,Jetstar,30,30,2017,10
Adelaide,Malaysia Airlines,18,17,2017,11
Adelaide,Qatar Airways,22,22,2017,12
Adelaide,Singapore Airlines,31,31,2017,1
Brisbane,Air Caledonie,9,9,2017,2
Brisbane,Air Canada,29,29,2017,3
Brisbane,Air New Zealand,101,100,2017,4
Brisbane,Air Niugini,32,31,2017,5
Brisbane,Air Vanuatu,9,9,2017,6
Brisbane,Cathay Pacific Airways,49,49,2017,7
Brisbane,China Airlines,44,44,2017,8
Brisbane,China Eastern Airlines,16,16,2017,9
Brisbane,China Southern Airlines,31,31,2017,10
Brisbane,Emirates,93,93,2017,11
Brisbane,Etihad Airways,31,31,2017,12
Brisbane,Eva Air,22,22,2017,1
Brisbane,Fiji Airways,22,22,2017,2
Brisbane,Hawaiian Airlines,13,13,2017,3
Brisbane,Jetstar,17,17,2017,4
Brisbane,Korean Air,17,17,2017,5
Brisbane,Malindo Air,1,0,2017,6
Brisbane,Nauru Airlines,14,13,2017,7
Brisbane,Philippine Airlines,16,16,2017,8
Brisbane,Qantas Airways,242,242,2017,9
Brisbane,Singapore Airlines,102,102,2017,10
Brisbane,Solomon Airlines,18,19,2017,11
Brisbane,Thai Airways International,31,31,2017,12
Brisbane,Virgin Australia,319,320,2017,1
Brisbane,Virgin Samoa,4,4,2017,2
Cairns,Air New Zealand,2,2,2017,3
Cairns,Air Niugini,59,59,2017,4
Cairns,Cathay Pacific Airways,18,18,2017,5
Cairns,Hong Kong Airlines,13,14,2017,6
Cairns,Jetstar,78,79,2017,7
Cairns,Philippine Airlines,36,36,2017,8
Cairns,Silk Air,13,13,2017,9
Canberra,Singapore Airlines,35,35,2017,10
Darwin,Indonesia AirAsia,18,18,2017,11
Darwin,Jetstar,27,27,2017,12
Darwin,Jetstar Asia,18,17,2017,1
Darwin,Malaysia Airlines,14,13,2017,2
Darwin,Philippine Airlines,17,16,2017,3
Darwin,Silk Air,17,17,2017,4
Gold Coast,Air New Zealand,28,28,2017,5
Gold Coast,AirAsia X,80,80,2017,6
Gold Coast,Hong Kong Airlines,13,14,2017,7
Gold Coast,Jetstar,109,111,2017,8
Gold Coast,Scoot,18,18,2017,9
Gold Coast,Virgin Australia,31,31,2017,10
Melbourne,Air Caledonie,13,13,2017,11
Melbourne,Air China,31,31,2017,12
Melbourne,Air India,13,13,2017,1
Melbourne,Air New Zealand,183,182,2017,2
Melbourne,AirAsia X,62,62,2017,3
Melbourne,Beijing Capital Airlines,13,14,2017,4
Melbourne,Cathay Pacific Airways,90,90,2017,5
Melbourne,China Airlines,24,24,2017,6
Melbourne,China Eastern Airlines,41,41,2017,7
Melbourne,China Southern Airlines,62,62,2017,8
Melbourne,Emirates,124,124,2017,9
Melbourne,Etihad Airways,62,62,2017,10
Melbourne,Fiji Airways,25,25,2017,11
Melbourne,Garuda Indonesia,40,40,2017,12
Melbourne,Hainan Airlines,18,18,2017,1
Melbourne,Jetstar,221,228,2017,2
Melbourne,Malaysia Airlines,62,62,2017,3
Melbourne,Philippine Airlines,14,14,2017,4
Melbourne,Qantas Airways,300,300,2017,5
Melbourne,Qatar Airways,31,31,2017,6
Melbourne,Royal Brunei Airlines,31,31,2017,7
Melbourne,Scoot,21,21,2017,8
Melbourne,Sichuan Airlines,13,13,2017,9
Melbourne,Singapore Airlines,124,124,2017,10
Melbourne,Thai Airways International,62,62,2017,11
Melbourne,United Airlines,30,31,2017,12
Melbourne,Vietnam Airlines,31,31,2017,1
