Australian,Airline,InFlights,OutFlights,Year,Month_Number
Sydney,Air Vanuatu,31,31,2012,9
Sydney,AirAsia X,31,31,2012,10
Sydney,Asiana Airlines,31,31,2012,11
Sydney,British Airways,31,31,2012,12
Sydney,Cathay Pacific Airways,119,118,2012,1
Sydney,China Airlines,18,18,2012,2
Sydney,China Eastern Airlines,31,31,2012,3
Sydney,China Southern Airlines,62,62,2012,4
Sydney,Delta Air Lines,31,31,2012,5
Sydney,Emirates,155,155,2012,6
Sydney,Etihad Airways,49,49,2012,7
Sydney,Fiji Airways,57,57,2012,8
Sydney,Garuda Indonesia,59,59,2012,9
Sydney,Hawaiian Airlines,31,31,2012,10
Sydney,Japan Airlines,31,31,2012,11
Sydney,Jetstar,170,170,2012,12
Sydney,Korean Air,31,31,2012,1
Sydney,LATAM Airlines,24,25,2012,2
Sydney,Malaysia Airlines,62,62,2012,3
Sydney,Philippine Airlines,22,22,2012,4
Sydney,Qantas Airways,656,658,2012,5
Sydney,Scoot,31,31,2012,6
Sydney,Singapore Airlines,124,124,2012,7
Sydney,Thai Airways International,53,53,2012,8
Sydney,United Airlines,62,61,2012,9
Sydney,Vietnam Airlines,27,27,2012,10
Sydney,Virgin Atlantic Airways,31,31,2012,11
Sydney,Virgin Australia,168,167,2012,12
Sydney,Virgin Samoa,13,13,2012,1
Adelaide,Air New Zealand,21,22,2012,2
Adelaide,Cathay Pacific Airways,30,30,2012,3
Adelaide,Malaysia Airlines,26,26,2012,4
Adelaide,Qantas Airways,15,13,2012,5
Adelaide,Singapore Airlines,43,43,2012,6
Adelaide,Virgin Australia,22,22,2012,7
Brisbane,Air Caledonie,9,9,2012,8
Brisbane,Air New Zealand,103,104,2012,9
Brisbane,Air Niugini,47,47,2012,10
Brisbane,Air Vanuatu,13,13,2012,11
Brisbane,Cathay Pacific Airways,48,47,2012,12
Brisbane,China Airlines,26,26,2012,1
Brisbane,China Southern Airlines,17,17,2012,2
Brisbane,Emirates,90,90,2012,3
Brisbane,Etihad Airways,13,13,2012,4
Brisbane,Eva Air,8,9,2012,5
Brisbane,Fiji Airways,33,33,2012,6
Brisbane,Jetstar,9,22,2012,7
Brisbane,Korean Air,16,16,2012,8
Brisbane,Malaysia Airlines,22,22,2012,9
Brisbane,Nauru Airlines,4,4,2012,10
Brisbane,Qantas Airways,171,141,2012,11
Brisbane,Singapore Airlines,90,90,2012,12
Brisbane,Solomon Airlines,17,17,2012,1
Brisbane,Thai Airways International,30,30,2012,2
Brisbane,Virgin Australia,315,318,2012,3
Brisbane,Virgin Samoa,5,4,2012,4
Cairns,Air New Zealand,22,22,2012,5
Cairns,Air Niugini,39,39,2012,6
Cairns,Airlines PNG,9,9,2012,7
Cairns,Cathay Pacific Airways,30,30,2012,8
Cairns,Jetstar,78,65,2012,9
Cairns,Qantas Airways,49,50,2012,10
Cairns,United Airlines,9,8,2012,11
Darwin,Jetstar,85,85,2012,12
Darwin,Silk Air,17,16,2012,1
Gold Coast,Air New Zealand,28,28,2012,2
Gold Coast,AirAsia X,21,22,2012,3
Gold Coast,Jetstar,86,87,2012,4
Gold Coast,Scoot,21,21,2012,5
Gold Coast,Virgin Australia,28,28,2012,6
Melbourne,Air China,19,19,2012,7
Melbourne,Air New Zealand,138,137,2012,8
Melbourne,Air Vanuatu,4,4,2012,9
Melbourne,AirAsia X,30,30,2012,10
Melbourne,Cathay Pacific Airways,90,90,2012,11
Melbourne,China Eastern Airlines,30,30,2012,12
Melbourne,China Southern Airlines,42,42,2012,1
Melbourne,Emirates,120,120,2012,2
Melbourne,Etihad Airways,30,30,2012,3
Melbourne,Fiji Airways,22,22,2012,4
Melbourne,Garuda Indonesia,39,39,2012,5
Melbourne,Jetstar,164,166,2012,6
Melbourne,Korean Air,13,13,2012,7
Melbourne,Malaysia Airlines,60,60,2012,8
Melbourne,Philippine Airlines,22,22,2012,9
Melbourne,Qantas Airways,205,204,2012,10
Melbourne,Qatar Airways,30,30,2012,11
Melbourne,Royal Brunei Airlines,30,30,2012,12
Melbourne,Singapore Airlines,90,90,2012,1
Melbourne,Thai Airways International,52,52,2012,2
Melbourne,United Airlines,29,28,2012,3
Melbourne,Vietnam Airlines,28,28,2012,4
Melbourne,Virgin Australia,108,108,2012,5
Norfolk Island,Air New Zealand,5,5,2012,6
Perth,Air Mauritius,9,9,2012,7
Perth,Air New Zealand,30,30,2012,8
Perth,AirAsia X,38,38,2012,9
Perth,Cathay Pacific Airways,43,43,2012,10
Perth,China Southern Airlines,13,13,2012,11
Perth,Emirates,62,62,2012,12
Perth,Garuda Indonesia,60,60,2012,1
Perth,Indonesia AirAsia,90,90,2012,2
Perth,Jetstar,80,80,2012,3
Perth,Jetstar Asia,30,30,2012,4
Perth,Malaysia Airlines,44,43,2012,5
Perth,Qantas Airways,74,72,2012,6
Perth,Qatar Airways,13,13,2012,7
Perth,Singapore Airlines,90,90,2012,8
Perth,South African Airways,30,30,2012,9
Perth,Thai Airways International,30,30,2012,10
Perth,Tigerair,32,32,2012,11
Perth,Virgin Australia,57,58,2012,12
Sunshine Coast,Air New Zealand,6,6,2012,1
Sydney,Aerolineas Argentinas,12,12,2012,2
Sydney,Air Caledonie,16,16,2012,3
Sydney,Air Canada,30,30,2012,4
Sydney,Air China,38,38,2012,5
Sydney,Air New Zealand,263,264,2012,6
Sydney,Air Niugini,9,8,2012,7
Sydney,Air Vanuatu,30,30,2012,8
Sydney,AirAsia X,30,30,2012,9
Sydney,Asiana Airlines,30,30,2012,10
Sydney,British Airways,30,30,2012,11
Sydney,Cathay Pacific Airways,116,116,2012,12
Sydney,China Airlines,15,15,2012,1
Sydney,China Eastern Airlines,30,30,2012,2
Sydney,China Southern Airlines,60,60,2012,3
Sydney,Delta Air Lines,30,30,2012,4
Sydney,Emirates,147,148,2012,5
Sydney,Etihad Airways,47,47,2012,6
Sydney,Fiji Airways,55,55,2012,7
Sydney,Garuda Indonesia,52,52,2012,8
Sydney,Hawaiian Airlines,30,30,2012,9
Sydney,Japan Airlines,30,30,2012,10
Sydney,Jetstar,203,207,2012,11
Sydney,Korean Air,30,30,2012,12
Sydney,LATAM Airlines,22,22,2012,1
Sydney,Malaysia Airlines,60,60,2012,2
Sydney,Philippine Airlines,22,22,2012,3
Sydney,Qantas Airways,656,654,2012,4
Sydney,Scoot,30,30,2012,5
Sydney,Singapore Airlines,120,120,2012,6
Sydney,Thai Airways International,52,52,2012,7
Sydney,United Airlines,59,59,2012,8
Sydney,Vietnam Airlines,30,30,2012,9
Sydney,Virgin Atlantic Airways,30,30,2012,10
Sydney,Virgin Australia,155,157,2012,11
Sydney,Virgin Samoa,13,14,2012,12
Adelaide,Air New Zealand,24,24,2012,1
Adelaide,Cathay Pacific Airways,31,31,2012,2
Adelaide,Malaysia Airlines,27,27,2012,3
Adelaide,Qantas Airways,13,13,2012,4
Adelaide,Singapore Airlines,44,44,2012,5
Adelaide,Virgin Australia,22,22,2012,6
Brisbane,Air Caledonie,8,8,2012,7
Brisbane,Air New Zealand,104,104,2012,8
Brisbane,Air Niugini,47,48,2012,9
Brisbane,Air Vanuatu,13,13,2012,10
Brisbane,Cathay Pacific Airways,48,49,2012,11
Brisbane,China Airlines,26,26,2012,12
Brisbane,China Southern Airlines,18,18,2012,1
Brisbane,Emirates,93,93,2012,2
Brisbane,Etihad Airways,13,13,2012,3
Brisbane,Eva Air,8,8,2012,4
Brisbane,Fiji Airways,31,31,2012,5
Brisbane,Jetstar,8,22,2012,6
Brisbane,Korean Air,17,17,2012,7
Brisbane,Malaysia Airlines,22,22,2012,8
Brisbane,Nauru Airlines,5,6,2012,9
Brisbane,Qantas Airways,175,143,2012,10
Brisbane,Singapore Airlines,93,93,2012,11
Brisbane,Solomon Airlines,17,18,2012,12
Brisbane,Thai Airways International,23,23,2012,1
Brisbane,Virgin Australia,325,326,2012,2
Brisbane,Virgin Samoa,4,4,2012,3
Cairns,Air New Zealand,21,21,2012,4
Cairns,Air Niugini,40,40,2012,5
Cairns,Airlines PNG,9,9,2012,6
Cairns,Cathay Pacific Airways,31,31,2012,7
Cairns,China Eastern Airlines,1,1,2012,8
Cairns,Jetstar,71,62,2012,9
Cairns,Qantas Airways,54,54,2012,10
Cairns,United Airlines,8,9,2012,11
Darwin,Jetstar,88,88,2012,12
Darwin,Qantas Airways,0,2,2012,1
Darwin,Silk Air,18,19,2012,2
Gold Coast,Air New Zealand,33,33,2012,3
Gold Coast,AirAsia X,22,22,2012,4
Gold Coast,Jetstar,88,88,2012,5
Gold Coast,Scoot,22,23,2012,6
Gold Coast,Virgin Australia,25,25,2012,7
Melbourne,Air China,21,21,2012,8
Melbourne,Air New Zealand,140,141,2012,9
Melbourne,Air Vanuatu,1,1,2012,10
Melbourne,AirAsia X,40,40,2012,11
Melbourne,Cathay Pacific Airways,93,93,2012,12
Melbourne,China Eastern Airlines,31,31,2012,1
Melbourne,China Southern Airlines,47,47,2012,2
Melbourne,Emirates,124,124,2012,3
Melbourne,Etihad Airways,31,31,2012,4
Melbourne,Fiji Airways,17,17,2012,5
Melbourne,Garuda Indonesia,39,39,2012,6
Melbourne,Jetstar,173,176,2012,7
Melbourne,Korean Air,13,13,2012,8
Melbourne,Malaysia Airlines,62,62,2012,9
Melbourne,Philippine Airlines,20,20,2012,10
Melbourne,Qantas Airways,214,214,2012,11
Melbourne,Qatar Airways,31,31,2012,12
Melbourne,Royal Brunei Airlines,31,31,2012,1
Melbourne,Singapore Airlines,93,93,2012,2
Melbourne,Thai Airways International,54,53,2012,3
Melbourne,United Airlines,29,29,2012,4
Melbourne,Vietnam Airlines,31,31,2012,5
Melbourne,Virgin Australia,116,115,2012,6
Norfolk Island,Air New Zealand,4,4,2012,7
Perth,Air Mauritius,9,9,2012,8
Perth,Air New Zealand,31,31,2012,9
Perth,AirAsia X,41,40,2012,10
Perth,Cathay Pacific Airways,44,44,2012,11
Perth,China Southern Airlines,13,13,2012,12
Perth,Emirates,62,62,2012,1
Perth,Garuda Indonesia,62,62,2012,2
Perth,Indonesia AirAsia,93,93,2012,3
Perth,Jetstar,75,74,2012,4
Perth,Jetstar Asia,31,31,2012,5
Perth,Malaysia Airlines,43,44,2012,6
Perth,Qantas Airways,71,72,2012,7
Perth,Qatar Airways,13,13,2012,8
Perth,Singapore Airlines,97,97,2012,9
Perth,South African Airways,31,31,2012,10
Perth,Thai Airways International,30,30,2012,11
Perth,Tigerair,31,31,2012,12
Perth,Virgin Australia,62,62,2012,1
Sydney,Aerolineas Argentinas,13,13,2012,2
Sydney,Air Caledonie,19,18,2012,3
Sydney,Air Canada,31,31,2012,4
Sydney,Air China,41,41,2012,5
Sydney,Air New Zealand,276,277,2012,6
Sydney,Air Niugini,7,9,2012,7
Sydney,Air Vanuatu,30,30,2012,8
Sydney,AirAsia X,31,31,2012,9
Sydney,Asiana Airlines,31,31,2012,10
Sydney,British Airways,30,29,2012,11
Sydney,Cathay Pacific Airways,119,119,2012,12
Sydney,China Airlines,20,20,2012,1
Sydney,China Eastern Airlines,31,31,2012,2
Sydney,China Southern Airlines,62,62,2012,3
Sydney,Delta Air Lines,31,31,2012,4
Sydney,Emirates,155,155,2012,5
Sydney,Etihad Airways,49,49,2012,6
Sydney,Fiji Airways,54,54,2012,7
Sydney,Garuda Indonesia,53,53,2012,8
Sydney,Hawaiian Airlines,31,31,2012,9
Sydney,Japan Airlines,31,31,2012,10
Sydney,Jetstar,199,200,2012,11
Sydney,Korean Air,31,31,2012,12
Sydney,LATAM Airlines,25,25,2012,1
Sydney,Malaysia Airlines,62,62,2012,2
Sydney,Philippine Airlines,21,21,2012,3
Sydney,Qantas Airways,665,665,2012,4
Sydney,Scoot,31,31,2012,5
Sydney,Singapore Airlines,124,124,2012,6
Sydney,Thai Airways International,48,49,2012,7
Sydney,United Airlines,62,60,2012,8
Sydney,Vietnam Airlines,31,30,2012,9
Sydney,Virgin Atlantic Airways,31,31,2012,10
Sydney,Virgin Australia,166,165,2012,11
Sydney,Virgin Samoa,13,13,2012,12
Adelaide,Air New Zealand,26,26,2012,1
Adelaide,Cathay Pacific Airways,30,30,2012,2
Adelaide,Emirates,18,18,2012,3
Adelaide,Malaysia Airlines,30,30,2012,4
Adelaide,Qantas Airways,12,12,2012,5
Adelaide,Singapore Airlines,43,43,2012,6
Adelaide,Virgin Australia,21,21,2012,7
Brisbane,Air Caledonie,9,9,2012,8
Brisbane,Air New Zealand,73,73,2012,9
Brisbane,Air Niugini,49,48,2012,10
Brisbane,Air Vanuatu,13,13,2012,11
Brisbane,Cathay Pacific Airways,43,43,2012,12
Brisbane,China Airlines,26,26,2012,1
Brisbane,China Southern Airlines,17,17,2012,2
Brisbane,Emirates,90,90,2012,3
Brisbane,Etihad Airways,13,13,2012,4
Brisbane,Eva Air,9,9,2012,5
Brisbane,Fiji Airways,30,30,2012,6
Brisbane,Hawaiian Airlines,2,2,2012,7
Brisbane,Jetstar,9,21,2012,8
Brisbane,Korean Air,20,20,2012,9
Brisbane,Malaysia Airlines,21,21,2012,10
Brisbane,Nauru Airlines,8,8,2012,11
Brisbane,Qantas Airways,165,139,2012,12
Brisbane,Singapore Airlines,90,90,2012,1
Brisbane,Solomon Airlines,18,17,2012,2
Brisbane,Thai Airways International,30,30,2012,3
Brisbane,Virgin Australia,287,287,2012,4
Brisbane,Virgin Samoa,5,4,2012,5
Cairns,Air New Zealand,17,17,2012,6
Cairns,Air Niugini,41,38,2012,7
Cairns,Airlines PNG,13,13,2012,8
Cairns,Cathay Pacific Airways,30,30,2012,9
Cairns,China Eastern Airlines,9,9,2012,10
Cairns,Jetstar,55,46,2012,11
Cairns,Qantas Airways,52,52,2012,12
Cairns,United Airlines,9,9,2012,1
Darwin,Jetstar,81,82,2012,2
Darwin,Silk Air,17,16,2012,3
Gold Coast,Air New Zealand,16,16,2012,4
Gold Coast,AirAsia X,22,21,2012,5
Gold Coast,Jetstar,88,89,2012,6
Gold Coast,Scoot,22,21,2012,7
Gold Coast,Virgin Australia,30,30,2012,8
Melbourne,Air China,22,22,2012,9
Melbourne,Air New Zealand,135,132,2012,10
Melbourne,AirAsia X,39,38,2012,11
Melbourne,Cathay Pacific Airways,90,90,2012,12
Melbourne,China Eastern Airlines,30,30,2012,1
Melbourne,China Southern Airlines,60,60,2012,2
Melbourne,Emirates,120,120,2012,3
Melbourne,Etihad Airways,30,30,2012,4
Melbourne,Fiji Airways,18,18,2012,5
Melbourne,Garuda Indonesia,38,38,2012,6
Melbourne,Jetstar,146,145,2012,7
Melbourne,Korean Air,13,13,2012,8
Melbourne,Malaysia Airlines,60,60,2012,9
Melbourne,Philippine Airlines,13,13,2012,10
Melbourne,Qantas Airways,211,210,2012,11
Melbourne,Qatar Airways,30,30,2012,12
Melbourne,Royal Brunei Airlines,30,30,2012,1
Melbourne,Singapore Airlines,90,90,2012,2
Melbourne,Thai Airways International,60,60,2012,3
Melbourne,United Airlines,29,29,2012,4
Melbourne,Vietnam Airlines,30,30,2012,5
Melbourne,Virgin Australia,125,125,2012,6
Norfolk Island,Air New Zealand,4,4,2012,7
Perth,Air Mauritius,8,8,2012,8
Perth,Air New Zealand,30,30,2012,9
Perth,AirAsia X,38,38,2012,10
Perth,Cathay Pacific Airways,41,41,2012,11
Perth,China Southern Airlines,13,13,2012,12
Perth,Emirates,60,60,2012,1
Perth,Garuda Indonesia,60,60,2012,2
Perth,Indonesia AirAsia,90,90,2012,3
Perth,Jetstar,69,69,2012,4
Perth,Jetstar Asia,30,30,2012,5
Perth,Malaysia Airlines,44,43,2012,6
Perth,Qantas Airways,65,65,2012,7
Perth,Qatar Airways,13,13,2012,8
Perth,Singapore Airlines,120,120,2012,9
Perth,South African Airways,30,30,2012,10
Perth,Thai Airways International,26,26,2012,11
Perth,Tigerair,30,30,2012,12
Perth,Virgin Australia,60,59,2012,1
Sydney,Aerolineas Argentinas,13,13,2012,2
Sydney,Air Caledonie,15,17,2012,3
Sydney,Air Canada,30,30,2012,4
Sydney,Air China,47,47,2012,5
Sydney,Air New Zealand,275,274,2012,6
Sydney,Air Niugini,9,8,2012,7
Sydney,Air Vanuatu,30,30,2012,8
Sydney,AirAsia X,30,30,2012,9
Sydney,Asiana Airlines,30,30,2012,10
Sydney,British Airways,30,30,2012,11
Sydney,Cathay Pacific Airways,117,117,2012,12
Sydney,China Airlines,34,34,2012,1
Sydney,China Eastern Airlines,30,30,2012,2
Sydney,China Southern Airlines,60,60,2012,3
Sydney,Delta Air Lines,30,30,2012,4
Sydney,Emirates,150,150,2012,5
Sydney,Etihad Airways,47,47,2012,6
Sydney,Fiji Airways,53,53,2012,7
Sydney,Garuda Indonesia,52,52,2012,8
Sydney,Hawaiian Airlines,30,30,2012,9
Sydney,Japan Airlines,30,30,2012,10
Sydney,Jetstar,157,154,2012,11
Sydney,Korean Air,30,30,2012,12
Sydney,LATAM Airlines,25,25,2012,1
Sydney,Malaysia Airlines,60,60,2012,2
Sydney,Philippine Airlines,17,17,2012,3
Sydney,Qantas Airways,630,631,2012,4
Sydney,Scoot,30,30,2012,5
Sydney,Singapore Airlines,120,120,2012,6
Sydney,Thai Airways International,52,51,2012,7
Sydney,United Airlines,60,59,2012,8
Sydney,Vietnam Airlines,30,30,2012,9
Sydney,Virgin Atlantic Airways,30,30,2012,10
Sydney,Virgin Australia,159,160,2012,11
Sydney,Virgin Samoa,13,12,2012,12
Adelaide,Air New Zealand,31,31,2012,1
Adelaide,Cathay Pacific Airways,31,31,2012,2
Adelaide,Emirates,17,17,2012,3
Adelaide,Malaysia Airlines,31,31,2012,4
Adelaide,Qantas Airways,14,13,2012,5
Adelaide,Singapore Airlines,47,47,2012,6
Adelaide,Virgin Australia,23,23,2012,7
Brisbane,Air Caledonie,11,10,2012,8
Brisbane,Air New Zealand,89,89,2012,9
Brisbane,Air Niugini,49,48,2012,10
Brisbane,Air Vanuatu,14,14,2012,11
Brisbane,Cathay Pacific Airways,49,49,2012,12
Brisbane,China Airlines,26,26,2012,1
Brisbane,China Southern Airlines,18,18,2012,2
Brisbane,Emirates,93,93,2012,3
Brisbane,Etihad Airways,14,14,2012,4
Brisbane,Eva Air,10,11,2012,5
Brisbane,Fiji Airways,32,32,2012,6
Brisbane,Hawaiian Airlines,13,13,2012,7
Brisbane,Jetstar,10,22,2012,8
Brisbane,Korean Air,27,27,2012,9
Brisbane,Malaysia Airlines,23,23,2012,10
Brisbane,Nauru Airlines,10,10,2012,11
Brisbane,Qantas Airways,176,145,2012,12
Brisbane,Singapore Airlines,93,93,2012,1
Brisbane,Solomon Airlines,18,18,2012,2
Brisbane,Thai Airways International,31,31,2012,3
Brisbane,Virgin Australia,315,315,2012,4
Brisbane,Virgin Samoa,5,3,2012,5
Cairns,Air New Zealand,18,18,2012,6
Cairns,Air Niugini,44,47,2012,7
Cairns,Airlines PNG,10,9,2012,8
Cairns,Cathay Pacific Airways,31,31,2012,9
Cairns,China Eastern Airlines,9,9,2012,10
Cairns,Jetstar,58,49,2012,11
Cairns,Qantas Airways,51,52,2012,12
Cairns,United Airlines,9,9,2012,1
Darwin,Jetstar,91,93,2012,2
Darwin,Silk Air,18,18,2012,3
Gold Coast,Air New Zealand,30,30,2012,4
Gold Coast,AirAsia X,27,27,2012,5
Gold Coast,Jetstar,96,98,2012,6
Gold Coast,Scoot,24,24,2012,7
Gold Coast,Virgin Australia,31,31,2012,8
Melbourne,Air China,22,22,2012,9
Melbourne,Air New Zealand,170,170,2012,10
Melbourne,Air Vanuatu,2,2,2012,11
Melbourne,AirAsia X,49,49,2012,12
Melbourne,Cathay Pacific Airways,93,93,2012,1
Melbourne,China Eastern Airlines,31,31,2012,2
Melbourne,China Southern Airlines,62,62,2012,3
Melbourne,Emirates,124,124,2012,4
Melbourne,Etihad Airways,30,30,2012,5
Melbourne,Fiji Airways,23,23,2012,6
Melbourne,Garuda Indonesia,40,40,2012,7
Melbourne,Jetstar,172,174,2012,8
Melbourne,Korean Air,13,13,2012,9
Melbourne,Malaysia Airlines,62,62,2012,10
Melbourne,Philippine Airlines,13,13,2012,11
Melbourne,Qantas Airways,215,216,2012,12
Melbourne,Qatar Airways,31,31,2012,1
Melbourne,Royal Brunei Airlines,31,31,2012,2
Melbourne,Singapore Airlines,93,93,2012,3
Melbourne,Thai Airways International,63,64,2012,4
Melbourne,United Airlines,31,30,2012,5
Melbourne,Vietnam Airlines,31,31,2012,6
Melbourne,Virgin Australia,131,132,2012,7
Norfolk Island,Air New Zealand,5,5,2012,8
Perth,Air Mauritius,9,9,2012,9
Perth,Air New Zealand,31,31,2012,10
Perth,AirAsia X,49,49,2012,11
Perth,Cathay Pacific Airways,44,44,2012,12
Perth,China Southern Airlines,13,13,2012,1
Perth,Emirates,85,85,2012,2
Perth,Garuda Indonesia,62,62,2012,3
Perth,Indonesia AirAsia,93,93,2012,4
Perth,Jetstar,80,81,2012,5
Perth,Jetstar Asia,31,31,2012,6
Perth,Malaysia Airlines,48,49,2012,7
Perth,Qantas Airways,75,75,2012,8
Perth,Qatar Airways,31,31,2012,9
Perth,Singapore Airlines,124,124,2012,10
Perth,South African Airways,31,31,2012,11
Perth,Thai Airways International,29,29,2012,12
Perth,Tigerair,35,35,2012,1
Perth,Virgin Australia,63,64,2012,2
Sydney,Aerolineas Argentinas,13,13,2012,3
Sydney,Air Caledonie,18,17,2012,4
Sydney,Air Canada,37,37,2012,5
Sydney,Air China,48,48,2012,6
Sydney,Air New Zealand,300,302,2012,7
Sydney,Air Niugini,9,10,2012,8
Sydney,Air Vanuatu,31,31,2012,9
Sydney,AirAsia X,31,31,2012,10
Sydney,Asiana Airlines,31,31,2012,11
Sydney,British Airways,30,30,2012,12
Sydney,Cathay Pacific Airways,123,122,2012,1
Sydney,China Airlines,36,36,2012,2
Sydney,China Eastern Airlines,39,39,2012,3
Sydney,China Southern Airlines,62,62,2012,4
Sydney,Delta Air Lines,31,31,2012,5
Sydney,Emirates,155,155,2012,6
Sydney,Etihad Airways,49,49,2012,7
Sydney,Fiji Airways,55,55,2012,8
Sydney,Garuda Indonesia,55,55,2012,9
Sydney,Hawaiian Airlines,31,31,2012,10
Sydney,Japan Airlines,31,31,2012,11
Sydney,Jetstar,187,191,2012,12
Sydney,Korean Air,31,31,2012,1
Sydney,LATAM Airlines,26,27,2012,2
Sydney,Malaysia Airlines,62,62,2012,3
Sydney,Philippine Airlines,18,18,2012,4
Sydney,Qantas Airways,684,683,2012,5
Sydney,Scoot,31,31,2012,6
Sydney,Singapore Airlines,124,124,2012,7
Sydney,Thai Airways International,52,53,2012,8
Sydney,United Airlines,62,61,2012,9
Sydney,Vietnam Airlines,31,31,2012,10
Sydney,Virgin Atlantic Airways,31,31,2012,11
Sydney,Virgin Australia,178,178,2012,12
Sydney,Virgin Samoa,13,14,2012,1
Adelaide,Air New Zealand,31,31,2013,2
Adelaide,Cathay Pacific Airways,31,31,2013,3
Adelaide,Emirates,18,18,2013,4
Adelaide,Malaysia Airlines,31,31,2013,5
Adelaide,Qantas Airways,13,13,2013,6
Adelaide,Singapore Airlines,49,49,2013,7
Adelaide,Virgin Australia,22,21,2013,8
Brisbane,Air Caledonie,15,16,2013,9
Brisbane,Air New Zealand,88,88,2013,10
Brisbane,Air Niugini,51,50,2013,11
Brisbane,Air Vanuatu,12,13,2013,12
Brisbane,Cathay Pacific Airways,49,48,2013,1
Brisbane,China Airlines,26,26,2013,2
Brisbane,China Southern Airlines,19,19,2013,3
Brisbane,Emirates,93,93,2013,4
Brisbane,Etihad Airways,13,13,2013,5
Brisbane,Eva Air,11,11,2013,6
Brisbane,Fiji Airways,35,35,2013,7
Brisbane,Hawaiian Airlines,13,13,2013,8
Brisbane,Jetstar,11,21,2013,9
Brisbane,Korean Air,26,26,2013,10
Brisbane,Malaysia Airlines,21,21,2013,11
Brisbane,Nauru Airlines,10,10,2013,12
Brisbane,Qantas Airways,176,147,2013,1
Brisbane,Singapore Airlines,93,93,2013,2
Brisbane,Solomon Airlines,18,18,2013,3
Brisbane,Thai Airways International,31,31,2013,4
Brisbane,Virgin Australia,318,320,2013,5
Brisbane,Virgin Samoa,4,4,2013,6
Cairns,Air New Zealand,16,16,2013,7
Cairns,Air Niugini,39,39,2013,8
Cairns,Airlines PNG,8,8,2013,9
Cairns,Cathay Pacific Airways,31,31,2013,10
Cairns,China Eastern Airlines,9,9,2013,11
Cairns,China Southern Airlines,1,1,2013,12
Cairns,Jetstar,56,47,2013,1
Cairns,Qantas Airways,53,53,2013,2
Cairns,United Airlines,9,8,2013,3
Darwin,Jetstar,87,90,2013,4
Darwin,Silk Air,17,18,2013,5
Gold Coast,Air New Zealand,35,35,2013,6
Gold Coast,AirAsia X,26,26,2013,7
Gold Coast,Jetstar,93,96,2013,8
Gold Coast,Scoot,22,22,2013,9
Gold Coast,Virgin Australia,28,27,2013,10
Melbourne,Air China,22,22,2013,11
Melbourne,Air New Zealand,166,167,2013,12
Melbourne,Air Vanuatu,2,2,2013,1
Melbourne,AirAsia X,49,49,2013,2
Melbourne,Cathay Pacific Airways,93,93,2013,3
Melbourne,China Eastern Airlines,31,31,2013,4
Melbourne,China Southern Airlines,62,62,2013,5
Melbourne,Emirates,124,124,2013,6
Melbourne,Etihad Airways,31,31,2013,7
Melbourne,Fiji Airways,22,22,2013,8
Melbourne,Garuda Indonesia,40,40,2013,9
Melbourne,Jetstar,184,187,2013,10
Melbourne,Korean Air,14,14,2013,11
Melbourne,Malaysia Airlines,62,62,2013,12
Melbourne,Philippine Airlines,13,13,2013,1
Melbourne,Qantas Airways,218,216,2013,2
Melbourne,Qatar Airways,31,31,2013,3
Melbourne,Royal Brunei Airlines,31,30,2013,4
Melbourne,Singapore Airlines,93,93,2013,5
Melbourne,Thai Airways International,62,62,2013,6
Melbourne,United Airlines,30,29,2013,7
Melbourne,Vietnam Airlines,31,31,2013,8
Melbourne,Virgin Australia,137,137,2013,9
Norfolk Island,Air New Zealand,4,4,2013,10
Perth,Air Mauritius,9,9,2013,11
Perth,Air New Zealand,31,31,2013,12
Perth,AirAsia X,49,49,2013,1
Perth,Cathay Pacific Airways,44,44,2013,2
Perth,China Southern Airlines,13,13,2013,3
Perth,Emirates,86,85,2013,4
Perth,Garuda Indonesia,62,62,2013,5
Perth,Indonesia AirAsia,93,93,2013,6
Perth,Jetstar,85,80,2013,7
Perth,Jetstar Asia,31,31,2013,8
Perth,Malaysia Airlines,48,47,2013,9
Perth,Qantas Airways,76,74,2013,10
Perth,Qatar Airways,31,31,2013,11
Perth,Singapore Airlines,124,124,2013,12
